,DRAM,Energy,Latency,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,hxx,mac_utilization,pw1_engines,pw2_engines,total_mac_units,wxx
0,1925867200.0,3025882594.0,237969.5,630831336.0,469184058.0,HWFC_SchedulePDP_hwcf,319.38,41.89,112.0,224.0,112.0,efficientnet-b0,2.0,112.0,224.0,15.0,53.41,8.0,6.0,784.0,15.0
1,1926827200.0,3053436370.0,264593.5,630831336.0,495777834.0,HWCF_SchedulePDP_hwcf,350.0,41.92,112.0,224.0,112.0,efficientnet-b0,2.0,112.0,224.0,15.0,53.41,8.0,6.0,784.0,15.0
2,2063108800.0,3609645210.16,322065.75,661498908.48,885037501.68,FCHW_SchedulePDP_hwcf,1842.78,53.51,112.0,224.0,112.0,efficientnet-b0,2.0,112.0,224.0,15.0,55.38,8.0,6.0,784.0,15.0
3,2133361600.0,3684640074.16,331700.5,661498908.48,889779565.68,CFHW_SchedulePDP_hwcf,1842.78,41.93,112.0,224.0,112.0,efficientnet-b0,2.0,112.0,224.0,15.0,54.44,8.0,6.0,784.0,15.0
4,245119526400.0,1653004096914.6,70989289.0,1373643781761.6,34240788753.0,Tangram_hwcf,319.38,3.76,112.0,224.0,112.0,efficientnet-b0,2.0,112.0,224.0,15.0,129367.99,8.0,6.0,686.0,15.0
5,4396664000.0,5296885135.52,649790.0,610506629.52,289714506.0,HWFCSchedule,31.51,27.03,56.0,70.0,0.0,efficientnet-b0,1.0,56.0,0.0,15.0,42.56,1.0,0.0,784.0,15.0
6,3660644800.0,4778567202.52,649790.0,610506629.52,507415773.0,HWCFSchedule2,147.83,18.17,56.0,70.0,0.0,efficientnet-b0,1.0,56.0,0.0,15.0,42.56,1.0,0.0,784.0,15.0
7,4647576000.0,6256297788.16,1609896.0,610506629.52,998215158.64,FCHWSchedule,1573.24,42.34,56.0,70.0,0.0,efficientnet-b0,1.0,56.0,0.0,15.0,46.22,1.0,0.0,784.0,15.0
8,3911556800.0,5498198012.16,649790.0,610506629.52,976134582.64,CFHWSchedule,1573.24,19.04,56.0,70.0,0.0,efficientnet-b0,1.0,56.0,0.0,15.0,42.56,1.0,0.0,784.0,15.0
