,DRAM,Energy,Latency,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,hxx,mac_utilization,pw1_engines,pw2_engines,total_mac_units,wxx
0,18265292800.0,26700855216.64,1123340.03125,5607180656.64,2828381760.0,HWFCScheduleCC_hwcf,522.92,127.88,56.0,70.0,56.0,resnet50_1,0.0,56.0,70.0,15.0,59.22,7.0,9.0,784.0,15.0
1,28252876800.0,42840526752.0,2091435.03125,11029494912.0,3558155040.0,HWCFScheduleCC_hwcf,522.92,155.87,56.0,70.0,56.0,resnet50_1,0.0,56.0,70.0,15.0,64.86,7.0,9.0,784.0,15.0
2,17252736000.0,25365410688.0,1094029.96875,5331012864.0,2781661824.0,FCHWScheduleCC_hwcf,522.92,124.15,56.0,70.0,56.0,resnet50_1,0.0,56.0,70.0,15.0,58.74,7.0,9.0,784.0,15.0
3,19295560000.0,28295363015.68,1580456.1875,5804227663.68,3195575352.0,CFHWScheduleCC_hwcf,522.92,121.84,56.0,70.0,56.0,resnet50_1,0.0,56.0,70.0,15.0,60.31,7.0,9.0,784.0,15.0
4,18797900800.0,26751569075.2,1518310.4375,5893369267.2,2060299008.0,Tangram_hwcf,218.83,85.04,56.0,70.0,56.0,resnet50_1,0.0,56.0,70.0,15.0,68.94,7.0,9.0,784.0,15.0
5,9429401600.0,21642964290.559998,598676.0,10274709012.48,1938853678.08,HWFCSchedule,2550.48,352.9,560.0,700.0,0.0,resnet50_1,16.0,560.0,0.0,15.0,45.28,16.0,0.0,12544.0,15.0
6,9308979200.0,21662482242.559998,589268.0,10274709012.48,2078794030.08,HWCFSchedule2,2633.98,347.03,560.0,700.0,0.0,resnet50_1,16.0,560.0,0.0,15.0,45.28,16.0,0.0,12544.0,15.0
7,9552204800.0,22506158397.44,676261.125,10274709012.48,2679244584.96,FCHWSchedule,4005.98,379.4,560.0,700.0,0.0,resnet50_1,16.0,560.0,0.0,15.0,47.01,16.0,0.0,12544.0,15.0
8,9431782400.0,22373543229.44,566600.0,10274709012.48,2667051816.96,CFHWSchedule,4005.98,335.61,560.0,700.0,0.0,resnet50_1,16.0,560.0,0.0,15.0,45.28,16.0,0.0,12544.0,15.0
