,bench,buffer_KB,ctc100,cxx,dnn_name,fx,global_cycles,hxx,mac_utilization,pw1_engines,total_energy,total_mac_units,wxx
24,FCHWSchedule,24.82,175.51,128.0,pw2,1.0,548448.0,56.0,2.87,100.0,2396761927.68,4900.0,56.0
25,FCHWSchedule,0.38,1.42,1.0,pw2,1.0,3477676032.0,56.0,0.0,100.0,2337412177.92,4900.0,56.0
26,FCHWSchedule,1.15,7.09,5.0,pw2,1.0,142006272.0,56.0,0.0,100.0,2400977141.76,4900.0,56.0
27,FCHWSchedule,12.5,90.78,64.0,pw2,1.0,940896.0,56.0,1.0,100.0,2397150105.6,4900.0,56.0
28,FCHWSchedule,64.45,328.85,256.0,pw2,35.0,14364.0,56.0,26.74,100.0,114889728.0,4900.0,56.0
29,FCHWSchedule,18.66,1.48,1.0,pw2,144.0,51347808.0,56.0,0.0,100.0,177845237.76,4900.0,56.0
30,FCHWSchedule,131.88,533.85,512.0,pw2,49.0,8296.0,56.0,47.1,100.0,91520256.0,4900.0,56.0
31,FCHWSchedule,10.34,5.89,4.0,pw2,49.0,5428512.0,56.0,0.5,100.0,106359859.2,4900.0,56.0
32,FCHWSchedule,111.0,12.62,1024.0,pw2,1.0,22388.0,56.0,12.0,100.0,273921807.36,4900.0,56.0
33,FCHWSchedule,5.71,11.72,8.0,pw2,21.0,3029724.0,56.0,1.0,100.0,172065331.2,4900.0,56.0
34,FCHWSchedule,7.15,2.94,2.0,pw2,35.0,30420432.0,56.0,0.0,100.0,159872194.56,4900.0,56.0
35,FCHWSchedule,17.58,93.73,64.0,pw2,21.0,51840.0,56.0,6.39,100.0,163435008.0,4900.0,56.0
36,FCHWSchedule,20.09,8.89,6.0,pw2,140.0,1438608.0,56.0,1.0,100.0,75489024.0,4900.0,56.0
37,FCHWSchedule,1.16,4.3,3.0,pw2,3.0,129245184.0,56.0,0.0,100.0,855164467.2,4900.0,56.0
38,FCHWSchedule,2.13,11.46,8.0,pw2,3.0,18330624.0,56.0,0.0,100.0,836222822.4,4900.0,56.0
39,FCHWSchedule,20.37,10.37,7.0,pw2,144.0,1077091.0,56.0,1.0,100.0,72553728.0,4900.0,56.0
40,FCHWSchedule,21.71,47.1,32.0,pw2,70.0,88884.0,56.0,4.0,100.0,90617088.0,4900.0,56.0
41,FCHWSchedule,0.58,2.84,2.0,pw2,1.0,870912000.0,56.0,0.0,100.0,2312701501.44,4900.0,56.0
42,FCHWSchedule,31.14,181.21,128.0,pw2,21.0,31204.0,56.0,12.35,100.0,162531840.0,4900.0,56.0
43,FCHWSchedule,0.77,1.43,1.0,pw2,3.0,1159225344.0,56.0,0.0,100.0,901984696.3199999,4900.0,56.0
44,FCHWSchedule,7.38,4.4,3.0,pw2,35.0,13543392.0,56.0,0.0,100.0,141610137.6,4900.0,56.0
45,FCHWSchedule,21.14,93.96,64.0,pw2,35.0,32868.0,56.0,7.33,100.0,114212352.0,4900.0,56.0
46,FCHWSchedule,13.92,46.98,32.0,pw2,35.0,124947.0,56.0,4.0,100.0,115228416.0,4900.0,56.0
47,FCHWSchedule,14.44,5.89,4.0,pw2,70.0,5428512.0,56.0,1.0,100.0,106757990.4,4900.0,56.0
48,FCHWSchedule,163.02,507.34,1024.0,pw2,70.0,2632.0,56.0,74.9,100.0,69679488.0,4900.0,56.0
49,FCHWSchedule,24.69,94.21,64.0,pw2,49.0,23382.0,56.0,8.5,100.0,89601024.0,4900.0,56.0
50,FCHWSchedule,126.08,228.92,1024.0,pw2,21.0,2870.0,56.0,58.1,100.0,73795584.0,4900.0,56.0
51,FCHWSchedule,36.62,94.81,64.0,pw2,140.0,13896.0,56.0,9.0,100.0,64989696.0,4900.0,56.0
52,FCHWSchedule,2.93,11.69,8.0,pw2,7.0,8019648.0,56.0,0.07,100.0,393268684.8,4900.0,56.0
53,FCHWSchedule,112.52,531.13,512.0,pw2,21.0,18292.0,56.0,36.61,100.0,170434560.0,4900.0,56.0
54,FCHWSchedule,11.29,11.78,8.0,pw2,49.0,1366416.0,56.0,1.0,100.0,98629478.4,4900.0,56.0
55,FCHWSchedule,4.44,2.93,2.0,pw2,21.0,47981808.0,56.0,0.0,100.0,206719334.4,4900.0,56.0
56,FCHWSchedule,7.68,46.74,32.0,pw2,7.0,521640.0,56.0,0.21,100.0,381374515.2,4900.0,56.0
57,FCHWSchedule,20.37,10.37,7.0,pw2,140.0,1077091.0,56.0,1.0,100.0,72553728.0,4900.0,56.0
58,FCHWSchedule,102.84,529.73,512.0,pw2,7.0,48280.0,56.0,2.63,100.0,407177472.0,4900.0,56.0
59,FCHWSchedule,182.62,853.25,1024.0,pw2,144.0,2628.0,56.0,80.84,100.0,67478016.0,4900.0,56.0
60,FCHWSchedule,26.71,180.73,128.0,pw2,7.0,82360.0,56.0,0.9,100.0,384033792.0,4900.0,56.0
61,FCHWSchedule,40.0,182.14,128.0,pw2,49.0,14152.0,56.0,16.42,100.0,88697856.0,4900.0,56.0
62,FCHWSchedule,164.38,537.23,512.0,pw2,144.0,4964.0,56.0,50.97,100.0,67703808.0,4900.0,56.0
63,FCHWSchedule,164.38,537.23,512.0,pw2,140.0,4964.0,56.0,50.97,100.0,67703808.0,4900.0,56.0
64,FCHWSchedule,1.35,5.73,4.0,pw2,3.0,72824832.0,56.0,0.0,100.0,844326451.2,4900.0,56.0
65,FCHWSchedule,9.62,1.47,1.0,pw2,49.0,86410368.0,56.0,0.0,100.0,201110661.12,4900.0,56.0
66,FCHWSchedule,58.27,328.05,256.0,pw2,21.0,22596.0,56.0,22.2,100.0,165467136.0,4900.0,56.0
67,FCHWSchedule,1.54,1.46,1.0,pw2,7.0,507161088.0,56.0,0.0,100.0,481415485.44,4900.0,56.0
68,FCHWSchedule,10.8,46.86,32.0,pw2,21.0,197073.0,56.0,3.19,100.0,164451072.0,4900.0,56.0
69,FCHWSchedule,19.52,5.93,4.0,pw2,144.0,3225816.0,56.0,1.0,100.0,82146662.4,4900.0,56.0
70,FCHWSchedule,13.01,91.71,64.0,pw2,3.0,313632.0,56.0,4.0,100.0,823362355.2,4900.0,56.0
71,FCHWSchedule,6.92,1.47,1.0,pw2,35.0,121472928.0,56.0,0.0,100.0,224475617.28,4900.0,56.0
72,FCHWSchedule,27.5,47.4,32.0,pw2,140.0,52821.0,56.0,4.0,100.0,66005760.0,4900.0,56.0
73,FCHWSchedule,14.7,7.36,5.0,pw2,70.0,3528488.0,56.0,1.0,100.0,100435814.4,4900.0,56.0
74,FCHWSchedule,10.81,8.83,6.0,pw2,49.0,2420928.0,56.0,1.0,100.0,95919974.4,4900.0,56.0
75,FCHWSchedule,20.66,11.85,8.0,pw2,144.0,811980.0,56.0,1.0,100.0,78198528.0,4900.0,56.0
76,FCHWSchedule,1.54,9.93,7.0,pw2,1.0,72947040.0,56.0,0.0,100.0,2396953528.32,4900.0,56.0
77,FCHWSchedule,13.66,1.47,1.0,pw2,70.0,86410368.0,56.0,0.0,100.0,201210193.92000002,4900.0,56.0
78,FCHWSchedule,20.09,8.89,6.0,pw2,144.0,1438608.0,56.0,1.0,100.0,75489024.0,4900.0,56.0
79,FCHWSchedule,10.1,4.42,3.0,pw2,49.0,9634176.0,56.0,0.0,100.0,117197875.2,4900.0,56.0
80,FCHWSchedule,2.13,5.84,4.0,pw2,7.0,31860864.0,56.0,0.0,100.0,401347430.4,4900.0,56.0
81,FCHWSchedule,136.64,360.99,1024.0,pw2,35.0,2632.0,56.0,69.23,100.0,69392640.0,4900.0,56.0
82,FCHWSchedule,122.2,532.42,512.0,pw2,35.0,11628.0,56.0,43.73,100.0,117825024.0,4900.0,56.0
83,FCHWSchedule,4.66,4.39,3.0,pw2,21.0,21361824.0,56.0,0.0,100.0,190733260.8,4900.0,56.0
84,FCHWSchedule,0.77,4.26,3.0,pw2,1.0,387735552.0,56.0,0.0,100.0,2410243645.44,4900.0,56.0
85,FCHWSchedule,27.5,47.4,32.0,pw2,144.0,52821.0,56.0,4.0,100.0,66005760.0,4900.0,56.0
86,FCHWSchedule,18.95,2.96,2.0,pw2,140.0,12859056.0,56.0,0.0,100.0,113124587.52,4900.0,56.0
87,FCHWSchedule,50.32,320.97,256.0,pw2,3.0,133728.0,56.0,14.0,100.0,848262144.0,4900.0,56.0
88,FCHWSchedule,54.88,183.29,128.0,pw2,140.0,8468.0,56.0,17.38,100.0,64086528.0,4900.0,56.0
89,FCHWSchedule,17.04,47.1,32.0,pw2,49.0,88884.0,56.0,4.0,100.0,90617088.0,4900.0,56.0
90,FCHWSchedule,98.69,514.44,512.0,pw2,1.0,321504.0,56.0,7.0,100.0,2559676477.44,4900.0,56.0
91,FCHWSchedule,5.08,7.32,5.0,pw2,21.0,7823678.0,56.0,0.2,100.0,173672601.6,4900.0,56.0
92,FCHWSchedule,15.22,10.3,7.0,pw2,70.0,1812554.0,56.0,1.0,100.0,92984678.4,4900.0,56.0
93,FCHWSchedule,4.23,1.46,1.0,pw2,21.0,191598048.0,56.0,0.0,100.0,271155763.2,4900.0,56.0
94,FCHWSchedule,1.73,11.35,8.0,pw2,1.0,54991872.0,56.0,0.0,100.0,2403740835.84,4900.0,56.0
95,FCHWSchedule,46.65,182.14,128.0,pw2,70.0,14152.0,56.0,15.89,100.0,88697856.0,4900.0,56.0
96,FCHWSchedule,1.93,10.03,7.0,pw2,3.0,24315680.0,56.0,0.0,100.0,830578022.4,4900.0,56.0
97,FCHWSchedule,18.95,2.96,2.0,pw2,144.0,12859056.0,56.0,0.0,100.0,113124587.52,4900.0,56.0
98,FCHWSchedule,2.53,8.76,6.0,pw2,7.0,14208768.0,56.0,0.07,100.0,390559180.8,4900.0,56.0
99,FCHWSchedule,52.09,327.19,256.0,pw2,7.0,59640.0,56.0,1.63,100.0,393065472.0,4900.0,56.0
100,FCHWSchedule,1.93,4.38,3.0,pw2,7.0,56544768.0,56.0,0.0,100.0,412185446.4,4900.0,56.0
101,FCHWSchedule,8.05,8.81,6.0,pw2,35.0,3403248.0,56.0,1.0,100.0,120133171.2,4900.0,56.0
102,FCHWSchedule,25.45,177.3,128.0,pw2,3.0,184672.0,56.0,7.73,100.0,822857318.4,4900.0,56.0
103,FCHWSchedule,1.74,8.6,6.0,pw2,3.0,32477184.0,56.0,0.0,100.0,833513318.4,4900.0,56.0
104,FCHWSchedule,5.29,8.79,6.0,pw2,21.0,5367888.0,56.0,1.0,100.0,169156761.6,4900.0,56.0
105,FCHWSchedule,182.62,853.25,1024.0,pw2,140.0,2628.0,56.0,80.84,100.0,67478016.0,4900.0,56.0
106,FCHWSchedule,36.62,94.81,64.0,pw2,144.0,13896.0,56.0,9.0,100.0,64989696.0,4900.0,56.0
107,FCHWSchedule,49.44,317.74,256.0,pw2,1.0,397152.0,56.0,4.33,100.0,2461745233.92,4900.0,56.0
108,FCHWSchedule,4.87,5.86,4.0,pw2,21.0,12036600.0,56.0,0.0,100.0,179994777.6,4900.0,56.0
109,FCHWSchedule,14.18,4.42,3.0,pw2,70.0,9634176.0,56.0,0.0,100.0,117197875.2,4900.0,56.0
110,FCHWSchedule,14.03,93.48,64.0,pw2,7.0,137214.0,56.0,0.5,100.0,380756582.4,4900.0,56.0
111,FCHWSchedule,91.38,331.82,256.0,pw2,144.0,6132.0,56.0,31.49,100.0,64312320.0,4900.0,56.0
112,FCHWSchedule,2.33,7.3,5.0,pw2,7.0,20709248.0,56.0,0.07,100.0,395075020.8,4900.0,56.0
113,FCHWSchedule,18.66,1.48,1.0,pw2,140.0,51347808.0,56.0,0.0,100.0,177845237.76,4900.0,56.0
114,FCHWSchedule,35.57,181.65,128.0,pw2,35.0,19836.0,56.0,15.09,100.0,113309184.0,4900.0,56.0
115,FCHWSchedule,1.35,8.51,6.0,pw2,1.0,97431552.0,56.0,0.0,100.0,2398538588.16,4900.0,56.0
116,FCHWSchedule,8.5,11.74,8.0,pw2,35.0,1920852.0,56.0,1.0,100.0,123240806.4,4900.0,56.0
117,FCHWSchedule,6.79,45.85,32.0,pw2,3.0,1192320.0,56.0,2.0,100.0,824179353.6,4900.0,56.0
118,FCHWSchedule,19.23,4.44,3.0,pw2,144.0,5724960.0,56.0,0.0,100.0,92984678.4,4900.0,56.0
119,FCHWSchedule,13.92,2.94,2.0,pw2,70.0,21639744.0,56.0,0.0,100.0,136597923.84,4900.0,56.0
120,FCHWSchedule,19.23,4.44,3.0,pw2,140.0,5724960.0,56.0,0.0,100.0,92984678.4,4900.0,56.0
121,FCHWSchedule,5.5,10.25,7.0,pw2,21.0,4018943.0,56.0,1.0,100.0,166420531.2,4900.0,56.0
122,FCHWSchedule,115.53,86.5,1024.0,pw2,7.0,4648.0,56.0,4.21,100.0,93608832.0,4900.0,56.0
123,FCHWSchedule,0.96,5.67,4.0,pw2,1.0,218474496.0,56.0,0.0,100.0,2404391116.8,4900.0,56.0
124,FCHWSchedule,19.52,5.93,4.0,pw2,140.0,3225816.0,56.0,1.0,100.0,82146662.4,4900.0,56.0
125,FCHWSchedule,19.8,7.41,5.0,pw2,140.0,2096758.0,56.0,1.0,100.0,75824486.4,4900.0,56.0
