,bench,buffer_KB,ctc100,cxx,dnn_name,fx,global_cycles,hxx,mac_utilization,pw1_engines,total_energy,total_mac_units,wxx
0,FCHWSchedule,3.81,13.32,4.0,conv2,1.0,198598656.0,56.0,1.0,100.0,12036783288.32,4900.0,56.0
1,FCHWSchedule,227.42,391.51,64.0,conv2,140.0,38720.0,56.0,78.98,100.0,733442944.0,4900.0,56.0
2,FCHWSchedule,131.61,97.88,16.0,conv2,140.0,135440.0,56.0,20.0,100.0,687456640.0,4900.0,56.0
3,FCHWSchedule,362.52,772.08,128.0,conv2,144.0,23232.0,56.0,79.06,100.0,790063744.0,4900.0,56.0
4,FCHWSchedule,138.21,316.46,64.0,conv2,70.0,54400.0,56.0,74.72,100.0,786322688.0,4900.0,56.0
5,FCHWSchedule,5.81,3.55,1.0,conv2,7.0,453988224.0,56.0,0.03,100.0,2435751096.3199997,4900.0,56.0
6,FCHWSchedule,103.66,12.23,2.0,conv2,140.0,8181440.0,56.0,2.49,100.0,866449792.0,4900.0,56.0
7,FCHWSchedule,610.67,1198.06,256.0,conv2,140.0,12352.0,56.0,78.95,100.0,834294272.0,4900.0,56.0
8,FCHWSchedule,30.28,21.06,5.0,conv2,35.0,4391270.0,56.0,5.0,100.0,965553664.0,4900.0,56.0
9,FCHWSchedule,45.36,124.86,32.0,conv2,21.0,224928.0,56.0,26.78,100.0,1159290368.0,4900.0,56.0
10,FCHWSchedule,8.29,14.22,4.0,conv2,7.0,28703712.0,56.0,0.08,100.0,2231695585.2799997,4900.0,56.0
11,FCHWSchedule,109.65,30.57,5.0,conv2,140.0,1365494.0,56.0,6.0,100.0,733283200.0,4900.0,56.0
12,FCHWSchedule,7.46,10.66,3.0,conv2,7.0,51626359.0,56.0,0.05,100.0,2255417569.2799997,4900.0,56.0
13,FCHWSchedule,6.1,17.02,5.0,conv2,3.0,44199012.0,56.0,2.98,100.0,4413253857.28,4900.0,56.0
14,FCHWSchedule,106.58,12.23,2.0,conv2,144.0,8181440.0,56.0,2.52,100.0,866449792.0,4900.0,56.0
15,FCHWSchedule,18.75,15.61,4.0,conv2,21.0,10434528.0,56.0,3.0,100.0,1202421248.0,4900.0,56.0
16,FCHWSchedule,107.65,24.47,4.0,conv2,140.0,2061152.0,56.0,5.0,100.0,754309504.0,4900.0,56.0
17,FCHWSchedule,110.86,446.58,128.0,conv2,7.0,187872.0,56.0,1.27,100.0,2365093376.0,4900.0,56.0
18,FCHWSchedule,13.1,53.29,16.0,conv2,1.0,12982272.0,56.0,3.0,100.0,12005251297.28,4900.0,56.0
19,FCHWSchedule,60.88,39.56,8.0,conv2,70.0,909616.0,56.0,9.24,100.0,791283968.0,4900.0,56.0
20,FCHWSchedule,16.85,7.8,2.0,conv2,21.0,41418688.0,56.0,1.93,100.0,1229812674.56,4900.0,56.0
21,FCHWSchedule,30.15,62.43,16.0,conv2,21.0,682104.0,56.0,13.85,100.0,1167916544.0,4900.0,56.0
22,FCHWSchedule,111.64,36.69,6.0,conv2,140.0,937400.0,56.0,7.49,100.0,717513472.0,4900.0,56.0
23,FCHWSchedule,622.52,1198.06,256.0,conv2,144.0,12352.0,56.0,79.05,100.0,834294272.0,4900.0,56.0
24,FCHWSchedule,75.76,249.72,64.0,conv2,21.0,124960.0,56.0,54.4,100.0,1176143360.0,4900.0,56.0
25,FCHWSchedule,9.12,17.76,5.0,conv2,7.0,19015854.0,56.0,0.11,100.0,2222719938.56,4900.0,56.0
26,FCHWSchedule,25.99,4.22,1.0,conv2,35.0,104837504.0,56.0,1.0,100.0,1143903170.56,4900.0,56.0
27,FCHWSchedule,135.02,97.88,16.0,conv2,144.0,135712.0,56.0,19.52,100.0,687456640.0,4900.0,56.0
28,FCHWSchedule,17.8,11.7,3.0,conv2,21.0,18767479.0,56.0,2.93,100.0,1226143232.0,4900.0,56.0
29,FCHWSchedule,6.91,26.65,8.0,conv2,1.0,50409472.0,56.0,1.0,100.0,12020521840.64,4900.0,56.0
30,FCHWSchedule,6.89,20.43,6.0,conv2,3.0,30342090.0,56.0,2.98,100.0,4403549409.28,4900.0,56.0
31,FCHWSchedule,73.17,143.08,32.0,conv2,49.0,126144.0,56.0,34.54,100.0,848507136.0,4900.0,56.0
32,FCHWSchedule,33.5,33.72,8.0,conv2,35.0,1682480.0,56.0,8.0,100.0,961240576.0,4900.0,56.0
33,FCHWSchedule,6.64,7.11,2.0,conv2,7.0,113936320.0,56.0,0.03,100.0,2298723184.64,4900.0,56.0
34,FCHWSchedule,39.67,17.88,4.0,conv2,49.0,5106016.0,56.0,4.0,100.0,906733824.0,4900.0,56.0
35,FCHWSchedule,216.73,84.95,256.0,conv2,7.0,17536.0,56.0,1.27,100.0,894367232.0,4900.0,56.0
36,FCHWSchedule,57.92,227.49,64.0,conv2,7.0,313120.0,56.0,1.27,100.0,2286093824.0,4900.0,56.0
37,FCHWSchedule,112.67,30.57,5.0,conv2,144.0,1365494.0,56.0,6.0,100.0,733283200.0,4900.0,56.0
38,FCHWSchedule,53.98,14.83,3.0,conv2,70.0,6445399.0,56.0,3.24,100.0,846814976.0,4900.0,56.0
39,FCHWSchedule,116.73,42.79,7.0,conv2,144.0,696599.0,56.0,8.51,100.0,707000320.0,4900.0,56.0
40,FCHWSchedule,111.45,286.16,64.0,conv2,49.0,70080.0,56.0,70.07,100.0,854045952.0,4900.0,56.0
41,FCHWSchedule,54.02,71.54,16.0,conv2,49.0,333784.0,56.0,17.69,100.0,859289856.0,4900.0,56.0
42,FCHWSchedule,31.36,25.28,6.0,conv2,35.0,3014558.0,56.0,6.0,100.0,955849216.0,4900.0,56.0
43,FCHWSchedule,56.74,24.71,5.0,conv2,70.0,2374086.0,56.0,6.0,100.0,800988416.0,4900.0,56.0
44,FCHWSchedule,44.45,35.77,8.0,conv2,49.0,1296048.0,56.0,8.85,100.0,880855296.0,4900.0,56.0
45,FCHWSchedule,21.6,27.3,7.0,conv2,21.0,3526470.0,56.0,5.92,100.0,1173307904.0,4900.0,56.0
46,FCHWSchedule,114.7,36.69,6.0,conv2,144.0,937400.0,56.0,7.52,100.0,717513472.0,4900.0,56.0
47,FCHWSchedule,198.96,12.28,256.0,conv2,1.0,103387.0,56.0,12.0,100.0,2542648832.0,4900.0,56.0
48,FCHWSchedule,6.13,23.3,7.0,conv2,1.0,67118592.0,56.0,1.0,100.0,12007669944.32,4900.0,56.0
49,FCHWSchedule,18.22,56.87,16.0,conv2,7.0,1876344.0,56.0,0.32,100.0,2242772480.0,4900.0,56.0
50,FCHWSchedule,341.13,479.69,256.0,conv2,49.0,12356.0,56.0,70.06,100.0,723809792.0,4900.0,56.0
51,FCHWSchedule,136.58,490.52,128.0,conv2,21.0,74976.0,56.0,54.4,100.0,1202501120.0,4900.0,56.0
52,FCHWSchedule,29.21,16.86,4.0,conv2,35.0,6628448.0,56.0,4.0,100.0,978492928.0,4900.0,56.0
53,FCHWSchedule,226.58,622.78,128.0,conv2,70.0,32640.0,56.0,74.72,100.0,829559552.0,4900.0,56.0
54,FCHWSchedule,188.01,562.67,128.0,conv2,49.0,42048.0,56.0,70.07,100.0,889283328.0,4900.0,56.0
55,FCHWSchedule,1.49,3.33,1.0,conv2,1.0,3141107712.0,56.0,0.0,100.0,12243068334.08,4900.0,56.0
56,FCHWSchedule,4.51,10.21,3.0,conv2,3.0,119996402.0,56.0,1.99,100.0,4447933296.639999,4900.0,56.0
57,FCHWSchedule,25.49,106.59,32.0,conv2,1.0,3654144.0,56.0,6.0,100.0,12000588738.56,4900.0,56.0
58,FCHWSchedule,27.06,8.43,2.0,conv2,35.0,26310848.0,56.0,2.0,100.0,1047502336.0,4900.0,56.0
59,FCHWSchedule,5.3,13.62,4.0,conv2,3.0,66716736.0,56.0,1.99,100.0,4424211312.639999,4900.0,56.0
60,FCHWSchedule,15.9,3.9,1.0,conv2,21.0,165035904.0,56.0,1.0,100.0,1363867873.28,4900.0,56.0
61,FCHWSchedule,167.52,195.75,32.0,conv2,144.0,69696.0,56.0,39.52,100.0,698211712.0,4900.0,56.0
62,FCHWSchedule,299.67,369.05,256.0,conv2,35.0,12356.0,56.0,65.88,100.0,738033152.0,4900.0,56.0
63,FCHWSchedule,9.95,21.32,6.0,conv2,7.0,13054155.0,56.0,0.11,100.0,2213015490.56,4900.0,56.0
64,FCHWSchedule,27.48,108.98,32.0,conv2,3.0,1255104.0,56.0,17.86,100.0,4428643840.0,4900.0,56.0
65,FCHWSchedule,7.68,23.82,7.0,conv2,3.0,22547652.0,56.0,3.96,100.0,4397079777.28,4900.0,56.0
66,FCHWSchedule,37.28,8.94,2.0,conv2,49.0,20267712.0,56.0,2.0,100.0,992995584.0,4900.0,56.0
67,FCHWSchedule,93.6,269.77,64.0,conv2,35.0,85760.0,56.0,65.88,100.0,944903680.0,4900.0,56.0
68,FCHWSchedule,32.43,29.49,7.0,conv2,35.0,2240165.0,56.0,7.0,100.0,949379584.0,4900.0,56.0
69,FCHWSchedule,22.55,31.22,8.0,conv2,21.0,2648560.0,56.0,6.93,100.0,1185168896.0,4900.0,56.0
70,FCHWSchedule,118.77,48.94,8.0,conv2,144.0,523184.0,56.0,10.0,100.0,715491712.0,4900.0,56.0
71,FCHWSchedule,4.58,16.64,5.0,conv2,1.0,131569152.0,56.0,1.0,100.0,12023844024.32,4900.0,56.0
72,FCHWSchedule,3.04,9.99,3.0,conv2,1.0,357198592.0,56.0,1.0,100.0,12060009820.16,4900.0,56.0
73,FCHWSchedule,355.17,772.08,128.0,conv2,140.0,23232.0,56.0,78.96,100.0,790063744.0,4900.0,56.0
74,FCHWSchedule,403.33,685.08,256.0,conv2,70.0,12352.0,56.0,74.71,100.0,764495360.0,4900.0,56.0
75,FCHWSchedule,99.84,418.47,128.0,conv2,1.0,1218048.0,56.0,12.0,100.0,12973747712.0,4900.0,56.0
76,FCHWSchedule,55.36,19.78,4.0,conv2,70.0,3583584.0,56.0,5.0,100.0,817162496.0,4900.0,56.0
77,FCHWSchedule,59.26,134.89,32.0,conv2,35.0,154368.0,56.0,32.88,100.0,935362048.0,4900.0,56.0
78,FCHWSchedule,105.66,18.35,3.0,conv2,140.0,3707159.0,56.0,4.0,100.0,792857728.0,4900.0,56.0
79,FCHWSchedule,28.14,12.64,3.0,conv2,35.0,11921879.0,56.0,3.0,100.0,1002214912.0,4900.0,56.0
80,FCHWSchedule,232.52,391.51,64.0,conv2,144.0,38720.0,56.0,79.07,100.0,733442944.0,4900.0,56.0
81,FCHWSchedule,162.29,530.2,128.0,conv2,35.0,51456.0,56.0,65.87,100.0,985067008.0,4900.0,56.0
82,FCHWSchedule,59.5,34.59,7.0,conv2,70.0,1211121.0,56.0,8.0,100.0,780770816.0,4900.0,56.0
83,FCHWSchedule,50.27,213.17,64.0,conv2,1.0,2030080.0,56.0,12.0,100.0,12414391808.0,4900.0,56.0
84,FCHWSchedule,108.61,18.35,3.0,conv2,144.0,3707159.0,56.0,4.0,100.0,792857728.0,4900.0,56.0
85,FCHWSchedule,42.06,26.82,6.0,conv2,49.0,2322172.0,56.0,6.84,100.0,878429184.0,4900.0,56.0
86,FCHWSchedule,52.6,9.89,2.0,conv2,70.0,14224576.0,56.0,2.0,100.0,903424256.0,4900.0,56.0
87,FCHWSchedule,204.89,36.55,256.0,conv2,3.0,36649.0,56.0,34.73,100.0,1263160832.0,4900.0,56.0
88,FCHWSchedule,42.09,67.44,16.0,conv2,35.0,433304.0,56.0,16.0,100.0,943988224.0,4900.0,56.0
89,FCHWSchedule,58.12,29.66,6.0,conv2,70.0,1629786.0,56.0,7.0,100.0,788857856.0,4900.0,56.0
90,FCHWSchedule,20.65,23.4,6.0,conv2,21.0,4745523.0,56.0,4.92,100.0,1179777536.0,4900.0,56.0
91,FCHWSchedule,38.47,13.41,3.0,conv2,49.0,9183639.0,56.0,3.0,100.0,936386304.0,4900.0,56.0
92,FCHWSchedule,52.82,217.95,64.0,conv2,3.0,697280.0,56.0,34.73,100.0,4552242688.0,4900.0,56.0
93,FCHWSchedule,8.47,27.24,8.0,conv2,3.0,16934432.0,56.0,3.97,100.0,4408940769.28,4900.0,56.0
94,FCHWSchedule,19.7,19.5,5.0,conv2,21.0,6912750.0,56.0,4.0,100.0,1189481984.0,4900.0,56.0
95,FCHWSchedule,101.66,6.12,1.0,conv2,140.0,32599424.0,56.0,1.0,100.0,1090730368.0,4900.0,56.0
96,FCHWSchedule,51.21,4.94,1.0,conv2,70.0,56678784.0,56.0,1.0,100.0,1075947776.0,4900.0,56.0
97,FCHWSchedule,11.6,28.44,8.0,conv2,7.0,7285744.0,56.0,0.16,100.0,2218406850.56,4900.0,56.0
98,FCHWSchedule,31.45,113.75,32.0,conv2,7.0,563616.0,56.0,0.65,100.0,2234146304.0,4900.0,56.0
99,FCHWSchedule,10.77,24.87,7.0,conv2,7.0,9700734.0,56.0,0.14,100.0,2206545858.56,4900.0,56.0
