,bench,buffer_KB,ctc100,cxx,dnn_name,fx,global_cycles,hxx,mac_utilization,pw1_engines,total_energy,total_mac_units,wxx
100,FCHWSchedule,71.93,79.12,16.0,conv2,70.0,234264.0,56.0,19.0,100.0,769718528.0,4900.0,56.0
101,FCHWSchedule,113.64,42.79,7.0,conv2,140.0,696599.0,56.0,8.99,100.0,707000320.0,4900.0,56.0
102,FCHWSchedule,94.02,158.23,32.0,conv2,70.0,97920.0,56.0,37.48,100.0,758935808.0,4900.0,56.0
103,FCHWSchedule,258.2,234.07,256.0,conv2,21.0,12601.0,56.0,54.39,100.0,738506240.0,4900.0,56.0
104,FCHWSchedule,104.55,6.12,1.0,conv2,144.0,32599424.0,56.0,1.0,100.0,1090730368.0,4900.0,56.0
105,FCHWSchedule,2.26,6.66,2.0,conv2,1.0,788316160.0,56.0,0.0,100.0,12105297244.16,4900.0,56.0
106,FCHWSchedule,14.81,54.49,16.0,conv2,3.0,4361232.0,56.0,8.93,100.0,4395652034.559999,4900.0,56.0
107,FCHWSchedule,5.36,19.98,6.0,conv2,1.0,90320640.0,56.0,1.0,100.0,12014139576.32,4900.0,56.0
108,FCHWSchedule,110.64,24.47,4.0,conv2,144.0,2061152.0,56.0,5.0,100.0,754309504.0,4900.0,56.0
109,FCHWSchedule,40.87,22.34,5.0,conv2,49.0,3382678.0,56.0,5.84,100.0,890559744.0,4900.0,56.0
110,FCHWSchedule,115.64,48.94,8.0,conv2,140.0,523184.0,56.0,10.0,100.0,715491712.0,4900.0,56.0
111,FCHWSchedule,43.26,31.28,7.0,conv2,49.0,1725643.0,56.0,7.84,100.0,870342144.0,4900.0,56.0
112,FCHWSchedule,163.54,195.75,32.0,conv2,140.0,69696.0,56.0,39.49,100.0,698211712.0,4900.0,56.0
113,FCHWSchedule,2.93,3.41,1.0,conv2,3.0,1055215872.0,56.0,0.99,100.0,4629753180.16,4900.0,56.0
114,FCHWSchedule,3.72,6.81,2.0,conv2,3.0,264824960.0,56.0,0.99,100.0,4492229816.32,4900.0,56.0
115,FCHWSchedule,36.08,4.47,1.0,conv2,49.0,80758144.0,56.0,1.0,100.0,1123901122.56,4900.0,56.0
116,FCHWSchedule,103.51,427.86,128.0,conv2,3.0,418368.0,56.0,34.73,100.0,4738719232.0,4900.0,56.0
