in_dma_act,151872,415872,32,8,401408,200704,1247616,96,4,301056,75264,484416,144,6,451584,75264,518400,144,6,112896,31360,245760,240,10,188160,31360,216000,240,10,47040,78400,94080,480,20,94080,78400,94080,480,20,94080,78400,94080,480,20,94080,131712,131712,672,28,131712,131712,131712,672,28,131712,131712,131712,672,28,65856,103488,56448,1152,48,112896,103488,56448,1152,48,112896,103488,56448,1152,48,112896,103488,56448,1152,48,169344,188160
in_dma_wgt,864,288,256,256,512,1536,864,384,384,36864,55296,20736,864,864,55296,55296,57600,864,864,23040,38400,24000,2400,2400,38400,38400,8640,2400,2400,19200,38400,4320,9600,9600,38400,38400,4320,9600,9600,38400,38400,12000,9600,9600,53760,75264,16800,18816,18816,75264,75264,16800,18816,18816,75264,75264,16800,18816,18816,129024,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,10368,55296,55296,368640,409600
out_dma_act,674784,320000,8,32,200704,1204224,513600,4,96,75264,451584,360000,6,144,75264,451584,164736,6,144,31360,188160,138240,10,240,31360,188160,87360,10,240,15680,94080,69120,20,480,15680,94080,69120,20,480,15680,94080,48000,20,480,21952,131712,67200,28,672,21952,131712,67200,28,672,21952,131712,40320,28,672,9408,56448,10368,48,1152,9408,56448,10368,48,1152,9408,56448,10368,48,1152,9408,56448,28800,48,1152,15680,62720
mem_wgt,864,288,256,256,512,1536,864,224,384,1344,2688,1008,336,672,1344,2688,2800,336,672,2240,4480,2800,560,1120,2240,4480,1008,560,1120,4480,6272,1008,1120,2240,4480,6272,1008,1120,2240,4480,6272,2800,1120,2240,6272,6272,2800,1568,3136,6272,6272,2800,1568,3136,6272,6272,2800,1568,3136,6272,6272,2800,2688,5376,6272,6272,2800,2688,5376,6272,6272,2800,2688,5376,6272,6272,1008,2688,5376,6272,6272
mem_in_act,972,10368,32,8,10368,5184,31104,56,4,18144,7776,36288,56,6,18144,7776,36288,56,6,18144,12960,36288,56,10,18144,12960,36288,56,10,10976,10976,21952,56,20,10976,10976,21952,56,20,10976,10976,21952,56,20,10976,10976,21952,56,28,10976,10976,21952,56,28,10976,10976,21952,56,28,2744,2744,5488,56,48,2744,2744,5488,56,48,2744,2744,5488,56,48,2744,2744,5488,56,48,2744,2744
mem_out_act,4352,8192,8,32,5184,31104,13056,4,96,7776,36288,28672,6,112,7776,36288,12544,6,112,12960,36288,21952,10,112,12960,36288,15232,10,112,15680,21952,16128,20,112,15680,21952,16128,20,112,15680,21952,11200,20,112,21952,21952,11200,28,112,21952,21952,11200,28,112,21952,21952,6720,28,112,5488,5488,1008,48,112,5488,5488,1008,48,112,5488,5488,1008,48,112,5488,5488,2800,48,112,5488,5488
mem_partial_product,0,0,0,0,0,0,0,4,0,7776,0,0,6,0,7776,0,0,6,0,12960,0,0,10,0,12960,0,0,10,0,15680,21952,0,20,0,15680,21952,0,20,0,15680,21952,0,20,0,21952,21952,0,28,0,21952,21952,0,28,0,21952,21952,0,28,0,5488,5488,0,48,0,5488,5488,0,48,0,5488,5488,0,48,0,5488,5488,0,48,0,5488,5488
mem_wgt_accesses,864,288,256,256,512,1536,864,384,384,36864,55296,20736,864,864,55296,55296,57600,864,864,23040,38400,24000,2400,2400,38400,38400,8640,2400,2400,19200,38400,4320,9600,9600,38400,38400,4320,9600,9600,38400,38400,12000,9600,9600,53760,75264,16800,18816,18816,75264,75264,16800,18816,18816,75264,75264,16800,18816,18816,129024,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,10368,55296,55296,368640,409600
mem_in_act_accesses,362052,1510272,64,16,802816,401408,2965824,192,8,602112,225792,1737216,288,18,903168,225792,1503360,288,18,225792,125440,1167360,480,40,376320,125440,511200,480,40,94080,156800,336000,960,120,188160,156800,336000,960,120,188160,156800,430080,960,120,188160,263424,602112,1344,196,263424,263424,602112,1344,196,263424,263424,376320,1344,196,131712,206976,177408,2304,576,225792,206976,177408,2304,576,225792,206976,177408,2304,576,225792,206976,177408,2304,576,338688,376320
mem_out_act_accesses,1349568,640000,16,64,401408,2408448,1027200,12,192,225792,903168,720000,24,288,301056,903168,329472,24,288,125440,376320,276480,60,480,188160,376320,174720,60,480,94080,282240,138240,200,960,156800,282240,138240,200,960,156800,282240,96000,200,960,219520,395136,134400,364,1344,285376,395136,134400,364,1344,285376,395136,80640,364,1344,122304,282240,20736,1056,2304,206976,282240,20736,1056,2304,206976,282240,20736,1056,2304,206976,282240,57600,1056,2304,344960,439040
