in_dma_act,150528,397824,788544,760384,0,0,760384,0,0,831744,774400,387200,0,0,655200,570752,200704,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,0,0,142688,142688,142688,0,0,75264,75264
in_dma_wgt,864,18432,576,524288,73728,1048576,524288,73728,2097152,36864,65536,524288,36864,2981888,26208,529984,745472,26208,2119936,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,745472,745472,9216,1572864,13824,3145728
out_dma_act,718848,685568,577600,0,0,1107072,0,0,1023744,614656,774400,0,0,718536,492128,570752,0,0,192192,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,0,0,104832,104832,200704,0,0,92160,38400,100352
mem_wgt,864,18432,576,7168,1008,14336,7168,1008,25088,1008,65536,14336,1008,25088,1008,112896,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,25088,1008,112896,25088,1008,25088,1008,112896
mem_in_act,2352,25088,14400,14400,0,0,14400,0,0,25200,200704,28800,0,0,25200,263424,50400,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,43904,0,0,21952,65856,43904,0,0,5488,16464
mem_out_act,11232,43264,10816,0,18928,21632,0,8736,19968,18928,200704,0,8736,56784,18928,570752,0,8736,56784,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,0,16128,104832,16128,200704,0,6720,92160,2800,100352
mem_partial_product,0,0,0,0,0,21632,0,0,19968,0,0,0,0,56784,0,263424,13440,0,56784,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,21952,0,104832,0,65856,10976,0,92160,0,16464
mem_wgt_accesses,864,18432,576,524288,73728,1048576,524288,73728,2097152,36864,65536,524288,36864,2981888,26208,529984,745472,26208,2119936,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,745472,745472,9216,1572864,13824,3145728
mem_in_act_accesses,365568,1505280,2813184,2281152,3892608,1107072,1583552,1785856,1023744,2976768,1548800,1020800,887040,1010688,2358720,2283008,953344,672672,768768,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,1141504,366912,419328,509600,713440,958048,215040,430080,236544,602112
mem_out_act_accesses,1437696,1371136,1155200,1520768,1107072,3321216,809216,511872,3071232,1229312,1548800,408320,252672,2874144,984256,2283008,611520,192192,1537536,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,570752,104832,838656,209664,802816,401408,61440,1013760,76800,602112
