in_dma_act,1605632
in_dma_wgt,589824
out_dma_act,186624
mem_wgt,1575
mem_in_act,3920
mem_out_act,25515
mem_partial_product,25515
mem_wgt_accesses,8257536
mem_in_act_accesses,3899392
mem_out_act_accesses,4859136
mem_partial_product_acceses,0
in_rf_act_accesses,24444928
out_rf_act_accesses,4672512
wgt_rf_accesses,23592960
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,44100
padd_ops,9517824
padd_cycles_max_per_batch,51
padd_util_cycles,8467
padd_cycles,10608
padd_units_available,700
total_padd_units,700
mac_util_cycles,218905
total_mac_units,4900
cycles_max_per_batch,20851
dma_cycles,922724
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,416
mac_cycles,4380662
timing_cycles,0
cycles_total,4391270
global_cycles,4391270
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,5,35,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
