in_dma_act,401408
in_dma_wgt,4096
out_dma_act,200704
mem_wgt,105
mem_in_act,9408
mem_out_act,109760
mem_partial_product,109760
mem_wgt_accesses,233472
mem_in_act_accesses,802816
mem_out_act_accesses,4616192
mem_partial_product_acceses,0
in_rf_act_accesses,401408
out_rf_act_accesses,4415488
wgt_rf_accesses,458752
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,4900
padd_ops,4214784
padd_cycles_max_per_batch,21
padd_util_cycles,376
padd_cycles,462
padd_units_available,700
total_padd_units,700
mac_util_cycles,0
total_mac_units,4900
cycles_max_per_batch,70091
dma_cycles,74943
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,44
mac_cycles,1611610
timing_cycles,0
cycles_total,1612072
global_cycles,1612072
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,3,35,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
