in_dma_act,150528,0,760384,0,1520768,0,1520768,387200,0,774400,0,1161600,200704,0,570752,0,1404928,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,1426880,50176,0,75264,0
in_dma_wgt,864,18432,576,8192,1152,16384,128,1152,32768,2304,65536,512,2304,186368,6552,529984,1792,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,745472,896,9216,1572864,13824,3145728
out_dma_act,0,3211264,0,1520768,0,1520768,3041536,0,774400,0,774400,2323200,0,570752,0,570752,2853760,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,142688,0,200704,2609152,0,75264,0,100352
mem_wgt,864,18432,576,8192,1152,16384,6272,1152,32768,2304,65536,6272,2304,186368,6552,529984,6272,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,745472,6272,9216,1572864,13824,3145728
mem_in_act,3,0,56,0,56,0,56,56,0,56,0,56,56,0,56,0,56,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,0,56,56,0,56,0
mem_out_act,10656,20928,20928,9156,41856,9156,6160,21120,4620,42240,4620,3136,21504,2352,61152,2352,1568,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,30576,1176,784,21504,588,32256,588
mem_partial_product,0,0,0,0,0,0,112,0,0,0,0,112,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0
mem_wgt_accesses,4816896,102760448,760384,1520768,1520768,1520768,97329152,387200,774400,774400,774400,99123200,200704,570752,570752,570752,146112512,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,142688,200704,146112512,50176,75264,75264,100352
mem_in_act_accesses,1756160,4816896,784146,1544530,1556411,1544530,4562304,396275,786500,789525,786500,3484800,204624,577808,580944,577808,4258688,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,144452,145236,203252,4036032,51107,76195,76636,101577
mem_out_act_accesses,1605632,3211264,23762,1520768,35643,1520768,3041536,9075,774400,15125,774400,2323200,3920,570752,10192,570752,2853760,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,142688,2548,200704,2609152,931,75264,1372,100352
