in_dma_act,10838016
in_dma_wgt,3456
out_dma_act,451584
mem_wgt,3
mem_in_act,9408
mem_out_act,3136
mem_partial_product,3136
mem_wgt_accesses,196992
mem_in_act_accesses,21676032
mem_out_act_accesses,4064256
mem_partial_product_acceses,0
in_rf_act_accesses,10838016
out_rf_act_accesses,3612672
wgt_rf_accesses,387072
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,4900
padd_ops,3161088
padd_cycles_max_per_batch,7
padd_util_cycles,576
padd_cycles,4032
padd_units_available,700
total_padd_units,700
mac_util_cycles,0
total_mac_units,4900
cycles_max_per_batch,25263
dma_cycles,762291
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,1152
mac_cycles,16365888
timing_cycles,0
cycles_total,16369920
global_cycles,16369920
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,3,1,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
