,DRAM,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,global_cycles,hxx,mac_utilization,pw1_engines,pw2_engines,total_energy,total_mac_units,wxx
97,8599781600.0,3304170224.16,8746535423.6,CFHW_SchedulePDP_hwcf,2315.35,26.21,224.0,56.0,42.0,xception,2.0,112.0,84.0,1618220.59375,112.0,7.03,8.0,6.0,20650487247.76,784.0,112.0
98,9822857600.0,4057555863.36,6066356334.52,CFHW_SchedulePDP_hwcf,1733.13,30.93,224.0,56.0,84.0,xception,2.0,112.0,42.0,1704039.875,18.0,32.53,8.0,6.0,19946769797.88,784.0,18.0
99,9261256000.0,3670110739.2,8831850017.44,CFHW_SchedulePDP_hwcf,2151.79,32.82,112.0,112.0,84.0,xception,2.0,56.0,42.0,1496720.0625,56.0,43.28,8.0,6.0,21763216756.640003,784.0,56.0
100,21507462400.0,7501278059.52,5564427682.56,CFHW_SchedulePDP_hwcf,1613.59,42.77,112.0,112.0,42.0,xception,2.0,56.0,84.0,3400165.0625,9.0,22.5,8.0,6.0,34573168142.08,784.0,9.0
101,8599781600.0,3451448432.16,8647535366.0,CFHW_SchedulePDP_hwcf,2317.65,28.13,224.0,56.0,84.0,xception,2.0,112.0,42.0,1519863.0625,112.0,31.78,8.0,6.0,20698765398.16,784.0,112.0
102,9715491200.0,3724221059.52,7663759876.54,CFHW_SchedulePDP_hwcf,1831.57,29.27,224.0,56.0,42.0,xception,2.0,112.0,84.0,1750211.09375,27.0,8.22,8.0,6.0,21103472136.06,784.0,27.0
103,10692131200.0,4163483869.44,5767886642.36,CFHW_SchedulePDP_hwcf,1794.05,36.89,112.0,112.0,84.0,xception,2.0,56.0,42.0,1682432.1875,18.0,43.95,8.0,6.0,20623501711.8,784.0,18.0
104,8599781600.0,3533438336.64,8614369143.92,CFHW_SchedulePDP_hwcf,2317.65,27.84,112.0,112.0,42.0,xception,2.0,56.0,84.0,1555839.65625,112.0,21.08,8.0,6.0,20747589080.559998,784.0,112.0
105,18217971200.0,7170017541.12,5815337031.68,CFHW_SchedulePDP_hwcf,1597.29,31.95,224.0,56.0,42.0,xception,2.0,112.0,84.0,3684017.46875,9.0,10.49,8.0,6.0,31203325772.8,784.0,9.0
106,8599781600.0,3558784917.12,8684088336.24,CFHW_SchedulePDP_hwcf,2315.35,29.46,112.0,112.0,84.0,xception,2.0,56.0,42.0,1475125.0625,112.0,43.19,8.0,6.0,20842654853.359997,784.0,112.0
107,10537251200.0,4138137288.96,6350737883.32,CFHW_SchedulePDP_hwcf,1748.94,33.89,112.0,112.0,42.0,xception,2.0,56.0,84.0,1776693.75,18.0,22.61,8.0,6.0,21026126372.28,784.0,18.0
108,9822857600.0,3910277655.36,6222214293.2,CFHW_SchedulePDP_hwcf,1683.42,28.66,224.0,56.0,42.0,xception,2.0,112.0,84.0,1820217.71875,18.0,9.1,8.0,6.0,19955349548.56,784.0,18.0
109,9581006400.0,3708617122.56,8901024492.96,CFHW_SchedulePDP_hwcf,2151.79,34.2,112.0,112.0,84.0,xception,2.0,56.0,42.0,1523496.0625,45.0,43.46,8.0,6.0,22190648015.52,784.0,45.0
110,9137051200.0,3647775494.4,7131681684.56,CFHW_SchedulePDP_hwcf,1988.66,30.11,224.0,56.0,84.0,xception,2.0,112.0,42.0,1564533.4375,36.0,32.08,8.0,6.0,19916508378.960003,784.0,36.0
111,9119438400.0,3451095743.04,7612413764.26,CFHW_SchedulePDP_hwcf,2015.76,28.16,224.0,56.0,42.0,xception,2.0,112.0,84.0,1653908.96875,45.0,7.54,8.0,6.0,20182947907.3,784.0,45.0
