,DRAM,Energy,Latency,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,hxx,mac_utilization,pw1_engines,pw2_engines,total_mac_units,wxx
0,2768358400.0,3933876974.08,190226.5,783212974.08,382305600.0,HWFC_SchedulePDP_hwcf,237.47,63.41,112.0,224.0,112.0,mobilenet,2.0,112.0,224.0,15.0,63.53,8.0,6.0,784.0,15.0
1,2417126400.0,3566839534.08,191610.75,783212974.08,366500160.0,HWCF_SchedulePDP_hwcf,237.47,51.25,112.0,224.0,112.0,mobilenet,2.0,112.0,224.0,15.0,63.53,8.0,6.0,784.0,15.0
2,2834092800.0,4313495406.08,260654.0,742217318.4,737185287.68,FCHW_SchedulePDP_hwcf,1713.5,83.07,112.0,224.0,112.0,mobilenet,2.0,112.0,224.0,15.0,64.98,8.0,6.0,784.0,15.0
3,2567980800.0,4035517230.08,246257.75,742217318.4,725319111.68,CFHW_SchedulePDP_hwcf,1713.5,58.02,112.0,224.0,112.0,mobilenet,2.0,112.0,224.0,15.0,64.3,8.0,6.0,784.0,15.0
4,139860960000.0,606292894855.6799,33515001.0,441026047303.68,25405887552.0,Tangram_hwcf,110.09,1.38,112.0,224.0,112.0,mobilenet,2.0,112.0,224.0,15.0,67491.07,8.0,6.0,392.0,15.0
5,4597177600.0,5515680985.36,548318.0,606354519.36,312148866.0,HWFCSchedule,31.51,41.32,56.0,70.0,0.0,mobilenet,1.0,56.0,0.0,15.0,40.98,1.0,0.0,784.0,15.0
6,2931334400.0,3924739289.36,548318.0,606354519.36,387050370.0,HWCFSchedule2,117.21,17.54,56.0,70.0,0.0,mobilenet,1.0,56.0,0.0,15.0,40.98,1.0,0.0,784.0,15.0
7,4777715200.0,6395623450.639999,1691557.0,606354519.36,1011553731.28,FCHWSchedule,1573.24,56.17,56.0,70.0,0.0,mobilenet,1.0,56.0,0.0,15.0,41.29,1.0,0.0,784.0,15.0
8,3513280000.0,5093255194.639999,548318.0,606354519.36,973620675.28,CFHWSchedule,1573.24,23.3,56.0,70.0,0.0,mobilenet,1.0,56.0,0.0,15.0,40.98,1.0,0.0,784.0,15.0
