,DRAM,Energy,Latency,RF,SRAM,bench,buffer_KB,ctc100,cx,cxx,cxx2,dnn_name,dw_engines,fx,fx2,hxx,mac_utilization,pw1_engines,pw2_engines,total_mac_units,wxx
0,13232531200.0,21982053952.0,824876.0,4430082624.0,4319440128.0,HWFC_SchedulePDP_hwcf,624.75,99.26,112.0,224.0,112.0,xception,2.0,112.0,224.0,15.0,66.65,8.0,6.0,784.0,15.0
1,10275910400.0,19336891780.96,772194.5,4430082624.0,4630898756.96,HWCF_SchedulePDP_hwcf,924.88,70.73,112.0,224.0,112.0,xception,2.0,112.0,224.0,15.0,66.65,8.0,6.0,784.0,15.0
2,16598416000.0,27505742056.16,1257071.0,5411072762.88,5496253293.28,FCHW_SchedulePDP_hwcf,1921.53,125.47,112.0,224.0,112.0,xception,2.0,112.0,224.0,15.0,70.79,8.0,6.0,784.0,15.0
3,14164137600.0,24678006264.16,1188450.5,5411072762.88,5102795901.28,CFHW_SchedulePDP_hwcf,1921.53,89.76,112.0,224.0,112.0,xception,2.0,112.0,224.0,15.0,70.26,8.0,6.0,784.0,15.0
4,840738265600.0,4300474402434.19,188179153.5,2960579229391.44,499156907442.75,Tangram_hwcf,584.94,1.46,112.0,224.0,112.0,xception,2.0,112.0,224.0,15.0,67155.28,8.0,6.0,686.0,15.0
5,27774825600.0,34011299661.84,2896212.71875,4330597227.84,1905876834.0,HWFCSchedule,43.44,60.53,56.0,70.0,0.0,xception,1.0,56.0,0.0,15.0,39.95,1.0,0.0,784.0,15.0
6,13192809600.0,20311400085.84,2893436.5625,4330597227.84,2787993258.0,HWCFSchedule2,227.13,21.07,56.0,70.0,0.0,xception,1.0,56.0,0.0,15.0,39.95,1.0,0.0,784.0,15.0
7,27384649600.0,37371888330.0,14110144.75,4330597227.84,5656641502.16,FCHWSchedule,1585.16,67.25,56.0,70.0,0.0,xception,1.0,56.0,0.0,15.0,41.68,1.0,0.0,784.0,15.0
8,16983164800.0,26658358986.0,2893111.0,4330597227.84,5344596958.16,CFHWSchedule,1585.16,29.97,56.0,70.0,0.0,xception,1.0,56.0,0.0,15.0,39.95,1.0,0.0,784.0,15.0
