in_dma_act,151200,415872,401408,401408,1247616,301056,150528,484416,451584,150528,484416,112896,75264,172800,150528,75264,172800,150528,75264,172800,37632,62720,98304,75264,62720,98304,75264,62720,98304,75264,62720,98304,150528,131712,147456,225792,131712,147456,225792,131712,147456,56448,94080,47040,94080,94080,47040,94080,94080,47040,188160,250880
in_dma_wgt,864,288,512,1536,146016,2304,3456,63504,3456,3456,63504,4608,6144,27648,6144,6144,27648,6144,6144,27648,12288,24576,13824,24576,24576,13824,24576,24576,13824,24576,24576,13824,36864,55296,20736,55296,55296,20736,55296,55296,20736,92160,153600,8640,153600,153600,8640,153600,153600,8640,307200,409600
out_dma_act,1591328,247808,200704,1204224,484800,75264,451584,278784,75264,451584,183600,25088,150528,92928,25088,150528,92928,25088,150528,64896,12544,75264,55296,12544,75264,55296,12544,75264,55296,12544,75264,55296,18816,112896,82944,18816,112896,82944,18816,112896,56448,7840,47040,24000,7840,47040,24000,7840,47040,24000,15680,62720
mem_wgt,864,288,512,1344,756,1008,2016,756,1008,2016,756,1344,2688,756,1344,2688,756,1344,2688,756,2688,3528,756,2688,3528,756,2688,3528,756,2688,3528,756,3528,3528,756,3528,3528,756,3528,3528,756,3528,3528,756,3528,3528,756,3528,3528,756,3528,3528
mem_in_act,243,2592,2592,1296,6804,3402,1944,6804,3402,1944,6804,3402,2592,6804,3402,2592,6804,3402,2592,6804,3402,3402,6804,3402,3402,6804,3402,3402,6804,3402,3402,6804,3402,3402,6804,3402,3402,6804,3402,3402,6804,2058,2058,4116,2058,2058,4116,2058,2058,4116,2058,2058
mem_out_act,1591328,1568,200704,1053696,2688,75264,263424,4116,75264,263424,2688,25088,65856,4116,25088,65856,4116,25088,65856,2688,12544,16464,4116,12544,16464,4116,12544,16464,4116,12544,16464,4116,16464,16464,4116,16464,16464,4116,16464,16464,2688,4116,4116,2100,4116,4116,2100,4116,4116,2100,4116,4116
mem_partial_product,0,0,0,0,0,75264,0,0,75264,0,0,25088,0,0,25088,0,0,25088,0,0,12544,16464,0,12544,16464,0,12544,16464,0,12544,16464,0,16464,16464,0,16464,16464,0,16464,16464,0,4116,4116,0,4116,4116,0,4116,4116,0,4116,4116
mem_wgt_accesses,864,288,512,1536,146016,2304,3456,63504,3456,3456,63504,4608,6144,27648,6144,6144,27648,6144,6144,27648,12288,24576,13824,24576,24576,13824,24576,24576,13824,24576,24576,13824,36864,55296,20736,55296,55296,20736,55296,55296,20736,92160,153600,8640,153600,153600,8640,153600,153600,8640,307200,409600
mem_in_act_accesses,352350,1378944,802816,802816,2900160,602112,301056,1586880,903168,301056,1119168,225792,150528,552960,301056,150528,552960,301056,150528,397440,75264,125440,319488,150528,125440,319488,150528,125440,319488,150528,125440,319488,301056,263424,479232,451584,263424,479232,451584,263424,340992,112896,188160,147840,188160,188160,147840,188160,188160,147840,376320,501760
mem_out_act_accesses,2224928,495616,401408,2408448,969600,301056,903168,557568,376320,903168,367200,125440,301056,185856,150528,301056,185856,150528,301056,129792,75264,225792,110592,137984,225792,110592,137984,225792,110592,137984,225792,110592,206976,451584,165888,282240,451584,165888,282240,451584,112896,117600,235200,48000,188160,235200,48000,188160,235200,48000,376320,564480
