in_dma_act,401408,415744,1003520,1003520,1605632,415744,1003520,1605632,415744,1003520,2408448,1247232,100352,8028160,401408,100352,100352,401408,100352,100352,401408,100352,100352,401408,200704,50176,401408,200704,50176,50176,200704,50176,50176,200704,50176,50176,200704,50176,50176,200704,50176,50176,200704,100352,25088,200704,100352,25088,25088,100352,25088,25088
in_dma_wgt,4096,36864,16384,16384,16384,36864,16384,16384,36864,16384,32768,147456,65536,131072,65536,147456,65536,65536,147456,65536,65536,147456,65536,131072,589824,262144,524288,262144,589824,262144,262144,589824,262144,262144,589824,262144,262144,589824,262144,262144,589824,262144,524288,2359296,1048576,2097152,1048576,2359296,1048576,1048576,2359296,1048576
out_dma_act,200704,186624,802816,802816,200704,186624,802816,200704,186624,802816,401408,387200,401408,1605632,100352,86528,401408,100352,86528,401408,100352,86528,401408,200704,186624,200704,802816,50176,36864,200704,50176,36864,200704,50176,36864,200704,50176,36864,200704,50176,36864,200704,100352,86528,100352,401408,25088,12800,100352,25088,12800,100352
mem_wgt,3584,32256,3584,3584,6272,32256,3584,6272,32256,3584,6272,56448,6272,6272,6272,56448,6272,6272,56448,6272,6272,56448,6272,6272,56448,6272,6272,6272,56448,6272,6272,56448,6272,6272,56448,6272,6272,56448,6272,6272,56448,6272,6272,56448,6272,6272,6272,56448,6272,6272,56448,6272
mem_in_act,129600,129600,129600,129600,226800,129600,129600,226800,129600,129600,226800,226800,87808,226800,87808,87808,87808,87808,87808,87808,87808,87808,87808,87808,87808,21952,87808,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,21952,5488,21952,5488,5488,5488,5488,5488,5488
mem_out_act,200704,186624,802816,802816,200704,186624,802816,200704,186624,802816,401408,387200,401408,1605632,100352,86528,401408,100352,86528,401408,100352,86528,401408,200704,186624,200704,802816,50176,36864,200704,50176,36864,200704,50176,36864,200704,50176,36864,200704,50176,36864,200704,100352,86528,100352,401408,25088,12800,100352,25088,12800,100352
mem_partial_product,0,0,0,0,200704,0,0,200704,0,0,401408,387200,401408,1605632,100352,86528,401408,100352,86528,401408,100352,86528,401408,200704,186624,200704,802816,50176,36864,200704,50176,36864,200704,50176,36864,200704,50176,36864,200704,50176,36864,200704,100352,86528,100352,401408,25088,12800,100352,25088,12800,100352
mem_wgt_accesses,4096,36864,16384,16384,16384,36864,16384,16384,36864,16384,32768,147456,65536,131072,65536,147456,65536,65536,147456,65536,65536,147456,65536,131072,589824,262144,524288,262144,589824,262144,262144,589824,262144,262144,589824,262144,262144,589824,262144,262144,589824,262144,524288,2359296,1048576,2097152,1048576,2359296,1048576,1048576,2359296,1048576
mem_in_act_accesses,802816,1573888,2007040,2007040,3211264,1573888,2007040,3211264,1573888,2007040,4816896,3051264,1103872,12185600,1605632,939008,1103872,1605632,939008,1103872,1605632,939008,1103872,2408448,1634304,1003520,4487168,1204224,695296,1003520,1204224,695296,1003520,1204224,695296,1003520,1204224,695296,1003520,1204224,695296,1003520,2207744,1462272,953344,4444160,1103872,562688,953344,1103872,562688,953344
mem_out_act_accesses,401408,366336,1605632,1605632,802816,366336,1605632,802816,366336,1605632,1605632,774272,1204224,4100096,602112,259584,1204224,602112,259584,1204224,602112,259584,1204224,1204224,456192,802816,2809856,551936,147456,802816,551936,147456,802816,551936,147456,802816,551936,147456,802816,551936,147456,802816,1103872,286208,602112,2408448,501760,76800,602112,501760,76800,602112
mem_partial_product_acceses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_rf_act_accesses,401408,23309312,1003520,1003520,1605632,23309312,1003520,1605632,23309312,1003520,2408448,25691904,1003520,-201101312,1204224,22137856,1003520,1204224,22137856,1003520,1204224,22137856,1003520,2007040,23584768,953344,-194095104,1003520,17946624,953344,1003520,17946624,953344,1003520,17946624,953344,1003520,17946624,953344,1003520,17946624,953344,2007040,20236288,928256,-186597376,1003520,11023360,928256,1003520,11023360,928256
out_rf_act_accesses,2007040,1797120,8028160,8028160,7426048,1797120,8028160,7426048,1797120,8028160,14852096,3677184,7626752,30765056,7426048,1644032,7626752,7426048,1644032,7626752,7426048,1644032,7626752,14852096,3324672,7426048,29704192,7375872,1363968,7426048,7375872,1363968,7426048,7375872,1363968,7426048,7375872,1363968,7426048,7375872,1363968,7426048,14751744,2955264,7426048,29503488,7350784,947200,7426048,7350784,947200,7426048
wgt_rf_accesses,917504,7815168,3670016,3670016,3670016,7815168,3670016,3670016,7815168,3670016,7340032,24477696,3670016,22282240,3670016,7667712,3670016,3670016,7667712,3670016,3670016,7667712,3670016,7340032,23592960,7340032,22020096,7340032,14155776,7340032,7340032,14155776,7340032,7340032,14155776,7340032,7340032,14155776,7340032,7340032,14155776,7340032,14680064,44826624,14680064,44040192,14680064,23592960,14680064,14680064,23592960,14680064
in_rf_act_size,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112,112
