,name,type,kernel_size,ifm,ifm_vol,ofm,ofm_vol,wgt_vol,mac,attr_type,groups,stride,padding,bias
2,layer1.0.conv2,Conv2d,"(3, 3)","(1, 64, 56, 56)",200704,"(1, 64, 56, 56)",200704,36864,115605504,3d,1,"(1, 1)","(1, 1)",False
