in_dma_act,151200,415872,401408,200704,623808,150528,75264,242208,225792,75264,242208,225792,75264,259200,56448,31360,122880,94080,31360,122880,94080,31360,245760,47040,15680,155520,94080,15680,155520,94080,15680,122880,94080,18816,147456,112896,18816,186624,28224,9408,56448,56448,9408,56448,56448,9408,56448,56448,9408,56448,56448,15680
in_dma_wgt,864,288,512,129792,73008,1152,84672,31752,1728,84672,31752,1728,84672,88200,2880,76800,48000,76800,76800,48000,76800,153600,96000,76800,153600,48000,153600,153600,48000,153600,153600,17280,184320,221184,20736,221184,221184,57600,110592,221184,28800,221184,221184,28800,221184,221184,28800,221184,221184,10368,368640,409600
out_dma_act,633600,247808,200704,602112,242400,75264,225792,139392,75264,225792,139392,75264,225792,62928,31360,94080,30720,31360,94080,30720,31360,188160,57600,15680,94080,48000,15680,94080,48000,15680,94080,69120,18816,112896,82944,18816,112896,48384,9408,56448,10368,9408,56448,10368,9408,56448,10368,9408,56448,28800,15680,62720
mem_wgt,864,288,512,672,378,1152,1008,378,1728,1008,378,1728,1008,1050,2880,1680,1050,3360,1680,1050,3360,1680,1050,3528,3360,1050,3528,3360,1050,3528,3360,378,3528,3528,378,3528,3528,1050,3528,3528,1050,3528,3528,1050,3528,3528,1050,3528,3528,378,3528,3528
mem_in_act,243,2592,2592,1296,3402,3888,1944,3402,5832,1944,3402,5832,1944,3402,5832,3240,3402,6804,3240,3402,6804,3240,3402,6804,6480,3402,6804,6480,3402,6804,6480,3402,6804,6804,3402,6804,6804,3402,4116,4116,2058,4116,4116,2058,4116,4116,2058,4116,4116,2058,4116,4116
mem_out_act,1024,1568,1296,3888,1344,1944,5832,2058,1944,5832,2058,1944,5832,882,3240,9720,1050,3240,9720,1050,3240,19440,882,6480,38880,1050,6480,38880,1050,6480,38880,2058,7776,46656,2058,7776,46656,882,9408,56448,378,9408,56448,378,9408,56448,378,9408,56448,1050,15680,62720
mem_partial_product,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3240,0,0,3240,0,0,3402,0,0,3402,0,0,3402,0,0,3402,3402,0,3402,3402,0,2058,2058,0,2058,2058,0,2058,2058,0,2058,2058,0,2058,2058
mem_wgt_accesses,864,288,512,129792,73008,1152,84672,31752,1728,84672,31752,1728,84672,88200,2880,76800,48000,76800,76800,48000,76800,153600,96000,76800,153600,48000,153600,153600,48000,153600,153600,17280,184320,221184,20736,221184,221184,57600,110592,221184,28800,221184,221184,28800,221184,221184,28800,221184,221184,10368,368640,409600
mem_in_act_accesses,352350,1378944,802816,602112,1450080,301056,225792,793440,451584,225792,793440,451584,225792,673920,112896,125440,430080,188160,125440,430080,188160,219520,629760,141120,203840,587520,282240,203840,587520,282240,203840,399360,376320,282240,479232,451584,282240,497664,169344,272832,177408,338688,272832,177408,338688,272832,177408,338688,272832,177408,508032,501760
mem_out_act_accesses,1267200,495616,401408,1204224,484800,150528,451584,278784,150528,451584,278784,150528,451584,125856,62720,188160,61440,94080,188160,61440,94080,376320,115200,62720,188160,96000,109760,188160,96000,109760,188160,138240,131712,338688,165888,150528,338688,96768,75264,225792,20736,141120,225792,20736,141120,225792,20736,141120,225792,57600,235200,313600
mem_partial_product_acceses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_rf_act_accesses,1864350,1385472,401408,401408,1037472,150528,150528,785664,225792,150528,785664,225792,150528,574776,56448,94080,399360,94080,94080,399360,94080,188160,528000,94080,188160,585600,188160,188160,585600,188160,188160,391680,282240,263424,470016,338688,263424,435456,141120,263424,148608,282240,263424,148608,282240,263424,148608,282240,263424,167040,451584,486080
out_rf_act_accesses,633600,247808,1003520,1806336,242400,526848,903168,139392,827904,903168,139392,827904,903168,62928,344960,564480,30720,564480,564480,30720,564480,1128960,57600,548800,1128960,48000,1081920,1128960,48000,1081920,1128960,69120,1298304,1580544,82944,1561728,1580544,48384,780864,1580544,10368,1552320,1580544,10368,1552320,1580544,10368,1552320,1580544,28800,2587200,2885120
