in_dma_act,151200,415872,32,8,401408,401408,1247616,96,4,301056,150528,484416,144,6,451584,150528,518400,144,6,112896,94080,245760,240,10,188160,94080,216000,240,10,47040,94080,122880,480,20,94080,94080,122880,480,20,94080,94080,155520,480,20,188160,175616,217728,672,28,263424,175616,217728,672,28,263424,175616,217728,672,28,98784,131712,56448,1152,672,169344,131712,56448,1152,672,169344,131712,56448,1152,672,169344,131712,56448,1152,672,225792,250880
in_dma_wgt,864,288,256,256,512,1536,146016,384,384,2304,3456,63504,864,864,3456,3456,176400,864,864,5760,9600,96000,2400,2400,9600,9600,34560,2400,2400,19200,38400,17280,9600,9600,38400,38400,17280,9600,9600,38400,38400,48000,9600,9600,53760,75264,67200,18816,18816,75264,75264,67200,18816,18816,75264,75264,67200,18816,18816,129024,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,10368,55296,55296,368640,409600
out_dma_act,1591328,247808,8,32,200704,1204224,484800,4,96,75264,451584,278784,6,144,75264,451584,125856,6,144,31360,188160,61440,10,240,31360,188160,81120,10,240,15680,94080,69120,20,480,15680,94080,69120,20,480,15680,94080,48000,20,480,21952,131712,67200,28,672,21952,131712,67200,28,672,21952,131712,56448,28,672,9408,56448,10368,48,1152,9408,56448,10368,48,1152,9408,56448,10368,48,1152,9408,56448,28800,48,1152,15680,62720
mem_wgt,864,288,256,256,512,1344,756,168,336,1008,2016,756,252,504,1008,2016,2100,252,504,1680,3360,2100,420,840,1680,3360,756,420,840,3360,3528,756,840,1680,3360,3528,756,840,1680,3360,3528,2100,840,1680,3528,3528,2100,1176,2352,3528,3528,2100,1176,2352,3528,3528,2100,1176,2352,3528,3528,2100,2016,3528,3528,3528,2100,2016,3528,3528,3528,2100,2016,3528,3528,3528,756,2016,3528,3528,3528
mem_in_act,243,2592,32,8,2592,1296,6804,42,4,3402,1944,6804,42,6,3402,1944,6804,42,6,3402,3240,6804,42,10,3402,3240,6804,42,10,3402,3402,6804,42,20,3402,3402,6804,42,20,3402,3402,6804,42,20,3402,3402,6804,42,28,3402,3402,6804,42,28,3402,3402,6804,42,28,2058,2058,4116,42,42,2058,2058,4116,42,42,2058,2058,4116,42,42,2058,2058,4116,42,42,2058,2058
mem_out_act,1591328,1568,8,32,200704,1053696,2688,4,84,75264,263424,4116,6,84,75264,263424,1764,6,84,31360,65856,2100,10,84,31360,65856,2688,10,84,15680,16464,4116,20,84,15680,16464,4116,20,84,15680,16464,2100,20,84,16464,16464,2100,28,84,16464,16464,2100,28,84,16464,16464,1764,28,84,4116,4116,756,48,84,4116,4116,756,48,84,4116,4116,756,48,84,4116,4116,2100,48,84,4116,4116
mem_partial_product,0,0,0,0,0,0,0,4,0,75264,0,0,6,0,75264,0,0,6,0,31360,0,0,10,0,31360,0,0,10,0,15680,16464,0,20,0,15680,16464,0,20,0,15680,16464,0,20,0,16464,16464,0,28,0,16464,16464,0,28,0,16464,16464,0,28,0,4116,4116,0,48,84,4116,4116,0,48,84,4116,4116,0,48,84,4116,4116,0,48,84,4116,4116
mem_wgt_accesses,864,288,256,256,512,1536,146016,384,384,2304,3456,63504,864,864,3456,3456,176400,864,864,5760,9600,96000,2400,2400,9600,9600,34560,2400,2400,19200,38400,17280,9600,9600,38400,38400,17280,9600,9600,38400,38400,48000,9600,9600,53760,75264,67200,18816,18816,75264,75264,67200,18816,18816,75264,75264,67200,18816,18816,129024,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,10368,55296,55296,368640,409600
mem_in_act_accesses,352350,1378944,64,16,802816,802816,2900160,192,12,602112,301056,1586880,288,18,903168,301056,1347840,288,18,225792,188160,860160,480,40,376320,188160,496800,480,40,94080,188160,399360,960,140,188160,188160,399360,960,140,188160,188160,587520,960,140,376320,351232,822528,1344,252,526848,351232,822528,1344,252,526848,351232,580608,1344,252,197568,263424,177408,2304,1344,338688,263424,177408,2304,1344,338688,263424,177408,2304,1344,338688,263424,177408,2304,1344,451584,501760
mem_out_act_accesses,2224928,495616,16,64,401408,2408448,969600,16,192,301056,903168,557568,30,288,376320,903168,251712,30,288,156800,376320,122880,70,480,219520,376320,162240,70,480,109760,282240,138240,260,960,203840,282240,138240,260,960,203840,282240,96000,260,960,285376,526848,134400,476,1344,373184,526848,134400,476,1344,373184,526848,112896,476,1344,159936,338688,20736,1392,3456,272832,338688,20736,1392,3456,272832,338688,20736,1392,3456,272832,338688,57600,1392,3456,454720,564480
mem_partial_product_acceses,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
in_rf_act_accesses,1864350,1385472,32,8,401408,401408,2074944,96,8,301056,150528,1571328,144,12,451584,150528,1149552,144,12,112896,94080,798720,240,30,188160,94080,349440,240,30,47040,94080,391680,480,120,94080,94080,391680,480,120,94080,94080,585600,480,120,188160,175616,819840,672,224,263424,175616,819840,672,224,263424,175616,508032,672,224,98784,131712,148608,1152,672,169344,131712,148608,1152,672,169344,131712,148608,1152,672,169344,131712,167040,1152,672,225792,250880
out_rf_act_accesses,633600,247808,40,64,1003520,3612672,484800,56,96,1053696,1806336,278784,126,144,1580544,1806336,125856,126,144,658560,1128960,61440,350,480,1097600,1128960,81120,350,480,548800,1128960,69120,1380,1440,1081920,1128960,69120,1380,1440,1081920,1128960,48000,1380,1440,1514688,2107392,67200,2688,2688,2107392,2107392,67200,2688,2688,2107392,2107392,56448,2688,2688,903168,1580544,10368,7920,8064,1552320,1580544,10368,7920,8064,1552320,1580544,10368,7920,8064,1552320,1580544,28800,7920,8064,2587200,2885120
